Title,Company,Location,Experience,Summary,Skills,Posting_Date,Job_URL,Job_Type,Scraped_Timestamp,Processed_Skill_Tokens,Skills_For_TFIDF,Cluster_Label
"Product Management Director, Platforms",Google,"Hyderabad, Telangana, India",4-6 year,"Minimum qualifications: 15 years of experience in product management in a technical domain (e.g., software engineering, solutions consultant, etc.). 8 years of experience...","Machine learning techniques,Planning and organization,Product Management",22 Feb 2025,https://www.karkidi.com/job-details/88154-product-management-director-platforms-job,Full Time,2025-05-20T17:59:27.427484,"['machine learning techniques', 'planning and organization', 'product management']",machine learning techniques planning and organization product management,5
"Solution Delivery Manager, Google Cloud, Generative AI Demos",Google,"Bengaluru, Karnataka, India; Hyderabad, Telangana, India; Pune, Maharashtra, India",4-6 year,Minimum qualifications: Bachelor's degree or equivalent practical experience. Experience building and executing scaled global business programs or direct enterprise...,"Aartificial intelligence,Continuous Integration & Continuous Delivery - CI/CD,Data science techniques,Generative AI,Machine learning techniques",22 Feb 2025,https://www.karkidi.com/job-details/88153-solution-delivery-manager-google-cloud-generative-ai-demos-job,Full Time,2025-05-20T17:59:27.428130,"['aartificial intelligence', 'continuous integration continuous delivery - ci cd', 'data science techniques', 'generative ai', 'machine learning techniques']",aartificial intelligence continuous integration continuous delivery - ci cd data science techniques generative ai machine learning techniques,3
"Customer Engineer, Infrastructure Modernization Specialist, Google Cloud",Google,"Mumbai, Maharashtra, India; Bengaluru, Karnataka, India",10-12 year,"Minimum qualifications: Bachelor's degree in Computer Science, a related technical field, or equivalent practical experience. 10 years of experience planning infrastructure...","Aartificial intelligence,Google Cloud Platform (GCP),GTM,Infrastructure as code,Linux Operating system,Machine learning techniques,NoSQL",22 Feb 2025,https://www.karkidi.com/job-details/88152-customer-engineer-infrastructure-modernization-specialist-google-cloud-job,Full Time,2025-05-20T17:59:27.428732,"['aartificial intelligence', 'google cloud platform', 'gtm', 'infrastructure as code', 'linux operating system', 'machine learning techniques', 'nosql']",aartificial intelligence google cloud platform gtm infrastructure as code linux operating system machine learning techniques nosql,1
Senior Data Engineer,Fortive,"Bengaluru, Karnataka, India; Ahmedabad, Gujarat, India",6-8 year,"We are looking for a highly skilled Senior Data Engineer to join our team and drive the development of our data engineering capabilities. This role involves designing, developing, and maintaining...","Aartificial intelligence,AWS,Azure,Continuous Integration & Continuous Delivery - CI/CD,Data Engineering,Data science techniques,Data Visualization,DevOps,Google Cloud Platform (GCP),GraphQL,Java Programming,Machine learning techniques,MySQL,NoSQL,PostgreSQL,PowerBI,Python Programming,Scala Programming,Tableau",21 Feb 2025,https://www.karkidi.com/job-details/88134-senior-data-engineer-job,Full Time,2025-05-20T17:59:27.429351,"['aartificial intelligence', 'aws', 'azure', 'continuous integration continuous delivery - ci cd', 'data engineering', 'data science techniques', 'data visualization', 'devops', 'google cloud platform', 'graphql', 'java programming', 'machine learning techniques', 'mysql', 'nosql', 'postgresql', 'powerbi', 'python programming', 'scala programming', 'tableau']",aartificial intelligence aws azure continuous integration continuous delivery - ci cd data engineering data science techniques data visualization devops google cloud platform graphql java programming machine learning techniques mysql nosql postgresql powerbi python programming scala programming tableau,3
Data Scientist,Fortive,"Bengaluru, Karnataka, India",6-8 year,"Fortive is at the forefront of leveraging data and AI technologies to drive innovation across industries. We aim to solve real-world challenges by combining advanced machine learning, cloud...","Aartificial intelligence,AWS,Continuous Integration & Continuous Delivery - CI/CD,Data science techniques,Docker,Effective communication skills,Kubernetes-K8s,PyTorch,Scikit-learn,TensorFlow",21 Feb 2025,https://www.karkidi.com/job-details/88133-data-scientist-job,Full Time,2025-05-20T17:59:27.429944,"['aartificial intelligence', 'aws', 'continuous integration continuous delivery - ci cd', 'data science techniques', 'docker', 'effective communication skills', 'kubernetes-k8s', 'pytorch', 'scikit-learn', 'tensorflow']",aartificial intelligence aws continuous integration continuous delivery - ci cd data science techniques docker effective communication skills kubernetes-k8s pytorch scikit-learn tensorflow,3
Data Science Engineer,Fortive,"Bengaluru, Karnataka, India",2-4 year,Join Fluke - India and be part of our innovative journey in electronics manufacturing. We are integrating cutting-edge AI and ML technologies to enhance our capabilities and drive growth. As a...,"Aartificial intelligence,C# Programming,C++,Data science techniques,Design,Java Programming,Large Language Models - LLMs,Python Programming",21 Feb 2025,https://www.karkidi.com/job-details/88132-data-science-engineer-job,Full Time,2025-05-20T17:59:27.430507,"['aartificial intelligence', 'c# programming', 'c++', 'data science techniques', 'design', 'java programming', 'large language models - llms', 'python programming']",aartificial intelligence c# programming c++ data science techniques design java programming large language models - llms python programming,0
"Senior Software Engineer - Machine Learning Platform, Quora (Remote)","Quora, Inc.",India,4-6 year,"About Quora: Quora’s mission is to grow and share the world’s knowledge. To do so, we have two knowledge sharing products: Quora: a global knowledge sharing platform with over...","Amazon Elastic Compute Cloud-EC2,Amazon Simple Storage Service (S3),AWS,C++,Data science techniques,Docker,Effective communication skills,Infrastructure as code,Kubernetes-K8s,Machine learning techniques,Python Programming,PyTorch,TensorFlow,Terraform",21 Feb 2025,https://www.karkidi.com/job-details/88122-senior-software-engineer-machine-learning-platform-quora-remote-job,Full Time,2025-05-20T17:59:27.431098,"['amazon elastic compute cloud-ec2', 'amazon simple storage service', 'aws', 'c++', 'data science techniques', 'docker', 'effective communication skills', 'infrastructure as code', 'kubernetes-k8s', 'machine learning techniques', 'python programming', 'pytorch', 'tensorflow', 'terraform']",amazon elastic compute cloud-ec2 amazon simple storage service aws c++ data science techniques docker effective communication skills infrastructure as code kubernetes-k8s machine learning techniques python programming pytorch tensorflow terraform,2
GTM Analytics - MLOps Engineer,Thomson Reuters Corporation,"Bengaluru, Karnataka, India",2-4 year,"About the Role: In this opportunity as MLOps Engineer: Define, manipulate, aggregate and use both structured and unstructured “big data” in order to support descriptive and...","Big Data Technology,Effective communication skills,GTM,Large data sets,Machine learning techniques,MLOps tools",19 Feb 2025,https://www.karkidi.com/job-details/88088-gtm-analytics-mlops-engineer-job,Full Time,2025-05-20T17:59:27.431710,"['big data technology', 'effective communication skills', 'gtm', 'large data sets', 'machine learning techniques', 'mlops tools']",big data technology effective communication skills gtm large data sets machine learning techniques mlops tools,5
"Senior Software Engineer, AI Platform",Thomson Reuters Corporation,"Bengaluru, Karnataka, India",6-8 year,"The Core AI & Data Platforms Team has been established to create, operate, and run the Enterprise AI, BI & Data that facilitate the time to market for reporting, analytics and data science teams...","Aartificial intelligence,AWS,Azure,Continuous Integration & Continuous Delivery - CI/CD,Data pipelines,Google Cloud Platform (GCP),Python Programming",19 Feb 2025,https://www.karkidi.com/job-details/88084-senior-software-engineer-ai-platform-job,Full Time,2025-05-20T17:59:27.432360,"['aartificial intelligence', 'aws', 'azure', 'continuous integration continuous delivery - ci cd', 'data pipelines', 'google cloud platform', 'python programming']",aartificial intelligence aws azure continuous integration continuous delivery - ci cd data pipelines google cloud platform python programming,3
"Software Engineer, AI Platform",Thomson Reuters Corporation,"Bengaluru, Karnataka, India",10-12 year,"About the Role In this opportunity as Software Engineer, AI Platform, you will: Participate in the build and maintenance of software that tracks the entire lifecycle of ML from...","Aartificial intelligence,AWS,Azure,Continuous Integration & Continuous Delivery - CI/CD,Git,Google Cloud Platform (GCP),Large Language Models - LLMs,Machine learning techniques,NumPy,Python Programming",19 Feb 2025,https://www.karkidi.com/job-details/88083-software-engineer-ai-platform-job,Full Time,2025-05-20T17:59:41.407920,"['aartificial intelligence', 'aws', 'azure', 'continuous integration continuous delivery - ci cd', 'git', 'google cloud platform', 'large language models - llms', 'machine learning techniques', 'numpy', 'python programming']",aartificial intelligence aws azure continuous integration continuous delivery - ci cd git google cloud platform large language models - llms machine learning techniques numpy python programming,3
AI Model validation Engineer,Thomson Reuters Corporation,"Bengaluru, Karnataka, India; Hyderabad, Telangana, India",10-12 year,"Want to be part of the Data & Analytics organization, whose strategic goal is to create a world-class Data & Analytics company by building, embedding, and maturing a data-driven culture across...","Agile methodologies,Analytical and Problem solving,AWS,Azure,Data Analysis,Data Visualization,Deep Learning,Machine learning techniques,Natural Language Processing (NLP),PyTorch,TensorFlow",19 Feb 2025,https://www.karkidi.com/job-details/88082-ai-model-validation-engineer-job,Full Time,2025-05-20T17:59:41.408698,"['agile methodologies', 'analytical and problem solving', 'aws', 'azure', 'data analysis', 'data visualization', 'deep learning', 'machine learning techniques', 'natural language processing', 'pytorch', 'tensorflow']",agile methodologies analytical and problem solving aws azure data analysis data visualization deep learning machine learning techniques natural language processing pytorch tensorflow,0
GTM Analytics - Data Scientist,Thomson Reuters Corporation,"Bengaluru, Karnataka, India",2-4 year,"Are you passionate about data and eager to make a significant impact? We are seeking a highly motivated Data Scientist with strong organizational and technical skills. In this role, you will...","AWS Sagemaker,Data Analytics,Data science techniques,GTM,Planning and organization,Python Programming,SQL,XGBoost",19 Feb 2025,https://www.karkidi.com/job-details/88081-gtm-analytics-data-scientist-job,Full Time,2025-05-20T17:59:41.409329,"['aws sagemaker', 'data analytics', 'data science techniques', 'gtm', 'planning and organization', 'python programming', 'sql', 'xgboost']",aws sagemaker data analytics data science techniques gtm planning and organization python programming sql xgboost,4
"Senior Software Engineer, Data Platform",Thomson Reuters Corporation,"Bengaluru, Karnataka, India",6-8 year,"About the Role In this opportunity as the Senior Software Engineer, you will: Design and Develop data warehousing functionality including the use and management of Snowflake data...","AWS,Data management,Data science techniques,Design,Java Programming,PowerBI,Python Programming,Snowflake,SQL",19 Feb 2025,https://www.karkidi.com/job-details/88080-senior-software-engineer-data-platform-job,Full Time,2025-05-20T17:59:41.409932,"['aws', 'data management', 'data science techniques', 'design', 'java programming', 'powerbi', 'python programming', 'snowflake', 'sql']",aws data management data science techniques design java programming powerbi python programming snowflake sql,4
"Software Test Engineer II, Python",Kinaxis,"Chennai, Tamil Nadu, India",6-8 year,"The AI team is responsible for delivering machine learning solutions in the supply and demand space for verticals such as Retail, Consumer Packaged Goods, Life Sciences etc. This includes problems...","Python Programming,Azure,AWS,Machine learning techniques,Deep Learning,Docker,Kubernetes-K8s,Continuous Integration & Continuous Delivery - CI/CD,Google Cloud Platform (GCP),Linux Operating system",18 Feb 2025,https://www.karkidi.com/job-details/88062-software-test-engineer-ii-python-job,Full Time,2025-05-20T17:59:41.410545,"['python programming', 'azure', 'aws', 'machine learning techniques', 'deep learning', 'docker', 'kubernetes-k8s', 'continuous integration continuous delivery - ci cd', 'google cloud platform', 'linux operating system']",python programming azure aws machine learning techniques deep learning docker kubernetes-k8s continuous integration continuous delivery - ci cd google cloud platform linux operating system,3
"Staff Software Engineer, Google Cloud, Open Networks",Google,"Bengaluru, Karnataka, India",8-10 year,Minimum qualifications: Bachelor's degree in Computer Science or a related technical field or equivalent practical experience. 8 years of experience with software...,"UX design,Aartificial intelligence,Machine learning techniques,Leadership Skill,Google Cloud Platform (GCP),Software Development,Infrastructure as code",16 Feb 2025,https://www.karkidi.com/job-details/88018-staff-software-engineer-google-cloud-open-networks-job,Full Time,2025-05-20T17:59:41.411146,"['ux design', 'aartificial intelligence', 'machine learning techniques', 'leadership skill', 'google cloud platform', 'software development', 'infrastructure as code']",ux design aartificial intelligence machine learning techniques leadership skill google cloud platform software development infrastructure as code,0
"Software Engineer, Machine Learning, Edge Tensor Processing Unit",Google,"Bengaluru, Karnataka, India",4-6 year,"Minimum qualifications: Bachelor’s degree in Computer Science or related technical fields, or equivalent practical experience. 2 years of experience with software...","Aartificial intelligence,Machine learning techniques,Deep Learning,PyTorch,TensorFlow,Computer Vision (CV),Optimization,JAX framework",16 Feb 2025,https://www.karkidi.com/job-details/88017-software-engineer-machine-learning-edge-tensor-processing-unit-job,Full Time,2025-05-20T17:59:41.411771,"['aartificial intelligence', 'machine learning techniques', 'deep learning', 'pytorch', 'tensorflow', 'computer vision', 'optimization', 'jax framework']",aartificial intelligence machine learning techniques deep learning pytorch tensorflow computer vision optimization jax framework,0
Senior Machine Learning Engineer,ShyftLabs,"Noida, Uttar Pradesh, India",4-6 year,We are looking for a highly skilled Senior Machine Learning Engineer with a customer-centric mindset and extensive experience in building and maintaining machine learning infrastructure on Google...,"Java Programming,Python Programming,SQL,DevOps,Machine learning techniques,Google BigQuery,Docker,Kubernetes-K8s,Continuous Integration & Continuous Delivery - CI/CD,Google Cloud Platform (GCP),Google Bigtable",14 Feb 2025,https://www.karkidi.com/job-details/87998-senior-machine-learning-engineer-job,Full Time,2025-05-20T17:59:41.412398,"['java programming', 'python programming', 'sql', 'devops', 'machine learning techniques', 'google bigquery', 'docker', 'kubernetes-k8s', 'continuous integration continuous delivery - ci cd', 'google cloud platform', 'google bigtable']",java programming python programming sql devops machine learning techniques google bigquery docker kubernetes-k8s continuous integration continuous delivery - ci cd google cloud platform google bigtable,3
Manager Data Engineer,ShyftLabs,"Noida, Uttar Pradesh, India",8-10 year,"We are looking for an experienced Manager Data Engineer to join our dynamic team. This role focuses on managing, supporting delivery and strategic initiatives such as data ingestion, integration,...","Accounting,Python Programming,SQL,Data science techniques,ETL/ELT technologies,Snowflake,Apache Airflow,MySQL,Amazon Elastic Compute Cloud-EC2,Amazon Simple Storage Service (S3),Data Engineering,Data Biuld Tool - dbt,Effective communication skills,Data Warehousing,Data management",14 Feb 2025,https://www.karkidi.com/job-details/87997-manager-data-engineer-job,Full Time,2025-05-20T17:59:41.413004,"['accounting', 'python programming', 'sql', 'data science techniques', 'etl elt technologies', 'snowflake', 'apache airflow', 'mysql', 'amazon elastic compute cloud-ec2', 'amazon simple storage service', 'data engineering', 'data biuld tool - dbt', 'effective communication skills', 'data warehousing', 'data management']",accounting python programming sql data science techniques etl elt technologies snowflake apache airflow mysql amazon elastic compute cloud-ec2 amazon simple storage service data engineering data biuld tool - dbt effective communication skills data warehousing data management,2
Data Scientist Lead,Brillio Technologies,"Bangalore, Karnataka, India",8-10 year,"We are seeking a Machine Learning Engineer with a strong Data Science background to join our dynamic team. The ideal candidate is a tech-savvy, hands-on professional with experience in GCP...","Data science techniques,Effective communication skills,MLOps tools,SPARK Programming,VBA",11 Feb 2025,https://www.karkidi.com/job-details/87941-data-scientist-lead-job,Full Time,2025-05-20T17:59:41.413580,"['data science techniques', 'effective communication skills', 'mlops tools', 'spark programming', 'vba']",data science techniques effective communication skills mlops tools spark programming vba,4
Senior Data Science Lead - R01542696,Brillio Technologies,"Bangalore, Karnataka, India",6-8 year,Brillio is one of the fastest growing digital technology service providers and a partner of choice for many Fortune 1000 companies seeking to turn disruption into a competitive advantage through...,"Aartificial intelligence,BERT,ChatGPT,Data science techniques,Design,Large Language Models - LLMs,Natural Language Processing (NLP)",11 Feb 2025,https://www.karkidi.com/job-details/87939-senior-data-science-lead-r01542696-job,Full Time,2025-05-20T17:59:57.793379,"['aartificial intelligence', 'bert', 'chatgpt', 'data science techniques', 'design', 'large language models - llms', 'natural language processing']",aartificial intelligence bert chatgpt data science techniques design large language models - llms natural language processing,0
"Sr. Staff / Principal Engineer, GenAI/LLM Security","Netskope, Inc.","Bengaluru, Karnataka, India",10-12 year,"About the role Please note, this team is hiring across all levels and candidates are individually assessed and appropriately leveled based upon their skills and experience. In this...","Analytical and Problem solving,Design,Python Programming,C++,Apache Kafka,Aartificial intelligence,NoSQL,Generative AI,Effective communication skills,Large Language Models - LLMs",10 Feb 2025,https://www.karkidi.com/job-details/87930-sr-staff-principal-engineer-genai-llm-security-job,Full Time,2025-05-20T17:59:57.794124,"['analytical and problem solving', 'design', 'python programming', 'c++', 'apache kafka', 'aartificial intelligence', 'nosql', 'generative ai', 'effective communication skills', 'large language models - llms']",analytical and problem solving design python programming c++ apache kafka aartificial intelligence nosql generative ai effective communication skills large language models - llms,2
Senior Big Data Engineer,Intel Corporation,"Bengaluru, Karnataka, India",4-6 year,Minimum Qualifications: A bachelor's with 4+ years of experience in related field Experience building and optimizing big data pipelines Experience with skills pf...,"SQL,Big Data Technology,Aartificial intelligence,Machine learning techniques,NoSQL,Docker,Kubernetes-K8s,Data pipelines",10 Feb 2025,https://www.karkidi.com/job-details/87924-senior-big-data-engineer-job,Full Time,2025-05-20T17:59:57.794742,"['sql', 'big data technology', 'aartificial intelligence', 'machine learning techniques', 'nosql', 'docker', 'kubernetes-k8s', 'data pipelines']",sql big data technology aartificial intelligence machine learning techniques nosql docker kubernetes-k8s data pipelines,5
"Software Engineer, Voice AI (Kannada)",SoundHound Inc.,India,2-4 year,"In this role, you will: Simultaneously leverage your coding skills and your knowledge of the Kannada language Develop Conversational AI leveraging a powerful...","Design,C++,Aartificial intelligence,Algorithms,Linux Operating system",10 Feb 2025,https://www.karkidi.com/job-details/87923-software-engineer-voice-ai-kannada-job,Full Time,2025-05-20T17:59:57.795340,"['design', 'c++', 'aartificial intelligence', 'algorithms', 'linux operating system']",design c++ aartificial intelligence algorithms linux operating system,1
"QA Automation Engineer II, AIOps",SoundHound Inc.,"Bengaluru, Karnataka, India",6-8 year,"Ready to be a part of something big? Join our team at SoundHound AI, where AI innovation and real-world impact come together. We unite voice AI, generative AI, and conversational AI to deliver...","JavaScript,IT,Automation,DevOps,Aartificial intelligence,AIOps",10 Feb 2025,https://www.karkidi.com/job-details/87922-qa-automation-engineer-ii-aiops-job,Full Time,2025-05-20T17:59:57.795990,"['javascript', 'it', 'automation', 'devops', 'aartificial intelligence', 'aiops']",javascript it automation devops aartificial intelligence aiops,0
Software Tech Lead – AI & Deep Learning,Texas Instruments,India,8-10 year,"TI is considered to be one of the technology leaders in DSPs and purpose designed accelerator for high performance, low power embedded systems. These technologies part of our processors product...","C++,C Programming,Git,Aartificial intelligence,Machine learning techniques,JIRA,Deep Learning,Github,Bitbucket,Effective communication skills",8 Feb 2025,https://www.karkidi.com/job-details/87901-software-tech-lead-ai-deep-learning-job,Full Time,2025-05-20T17:59:57.796572,"['c++', 'c programming', 'git', 'aartificial intelligence', 'machine learning techniques', 'jira', 'deep learning', 'github', 'bitbucket', 'effective communication skills']",c++ c programming git aartificial intelligence machine learning techniques jira deep learning github bitbucket effective communication skills,0
"Software Engineering Manager, Assistant Query Understanding",Google,"Bengaluru, Karnataka, India",8-10 year,Minimum qualifications: Bachelor’s degree or equivalent practical experience. 8 years of experience with software development in one or more programming languages...,"JavaScript,Java Programming,Planning and organization,Python Programming,C++,C Programming,Machine learning techniques,Leadership Skill,Natural Language Processing (NLP),Large Language Models - LLMs",7 Feb 2025,https://www.karkidi.com/job-details/87891-software-engineering-manager-assistant-query-understanding-job,Full Time,2025-05-20T17:59:57.797176,"['javascript', 'java programming', 'planning and organization', 'python programming', 'c++', 'c programming', 'machine learning techniques', 'leadership skill', 'natural language processing', 'large language models - llms']",javascript java programming planning and organization python programming c++ c programming machine learning techniques leadership skill natural language processing large language models - llms,0
Data and Analytics Engineer,Google,"Bengaluru, Karnataka, India",4-6 year,"Minimum qualifications: Bachelor's degree in Computer Science, Engineering, Mathematics, a related field, or equivalent practical experience. 4 years of experience in...","Java Programming,Python Programming,Big Data Technology,Scala Programming,Machine learning techniques,ETL/ELT technologies,Terraform,Data Analytics,Ansible",7 Feb 2025,https://www.karkidi.com/job-details/87890-data-and-analytics-engineer-job,Full Time,2025-05-20T17:59:57.797825,"['java programming', 'python programming', 'big data technology', 'scala programming', 'machine learning techniques', 'etl elt technologies', 'terraform', 'data analytics', 'ansible']",java programming python programming big data technology scala programming machine learning techniques etl elt technologies terraform data analytics ansible,5
"Strategic Cloud Data Engineer, Google Cloud",Google,"Bengaluru, Karnataka, India",4-6 year,"Minimum qualifications: Bachelor's degree in Computer Science, Engineering, Mathematics, a related field, or equivalent practical experience. Experience in developing and...","Java Programming,Python Programming,Apache Hadoop,Jenkins,Google BigQuery,ETL/ELT technologies,TensorFlow,Continuous Integration & Continuous Delivery - CI/CD,Ansible,SPARK Programming,Data Engineering",7 Feb 2025,https://www.karkidi.com/job-details/87870-strategic-cloud-data-engineer-google-cloud-job,Full Time,2025-05-20T17:59:57.798435,"['java programming', 'python programming', 'apache hadoop', 'jenkins', 'google bigquery', 'etl elt technologies', 'tensorflow', 'continuous integration continuous delivery - ci cd', 'ansible', 'spark programming', 'data engineering']",java programming python programming apache hadoop jenkins google bigquery etl elt technologies tensorflow continuous integration continuous delivery - ci cd ansible spark programming data engineering,3
"Data Scientist, Product, Google Enterprise",Google,"Hyderabad, Telangana, India",4-6 year,"Minimum qualifications: Master's degree in Statistics, Economics, Engineering, Mathematics, a related quantitative field, or equivalent practical experience. 3 years of...","SQL,Machine learning techniques,Data science techniques",7 Feb 2025,https://www.karkidi.com/job-details/87869-data-scientist-product-google-enterprise-job,Full Time,2025-05-20T17:59:57.799067,"['sql', 'machine learning techniques', 'data science techniques']",sql machine learning techniques data science techniques,4
"Silicon AI/ML Lead Architect, Google Cloud",Google,"Bengaluru, Karnataka, India",8-10 year,Minimum qualifications: Bachelor's degree in Electrical Engineering or equivalent practical experience. 10 years of experience in micro-architecture and design of graphics...,"Python Programming,C++,Aartificial intelligence,Machine learning techniques,RTL design",7 Feb 2025,https://www.karkidi.com/job-details/87868-silicon-ai-ml-lead-architect-google-cloud-job,Full Time,2025-05-20T18:00:10.047769,"['python programming', 'c++', 'aartificial intelligence', 'machine learning techniques', 'rtl design']",python programming c++ aartificial intelligence machine learning techniques rtl design,0
"Senior Staff Software Engineer, Engineering Platforms, Core",Google,"Hyderabad, Telangana, India",8-10 year,Minimum qualifications: Bachelor's degree or equivalent practical experience. 8 years of experience in software development with data structures/algorithms. 5...,"Design,Aartificial intelligence,Machine learning techniques,Algorithms,Software Development",7 Feb 2025,https://www.karkidi.com/job-details/87867-senior-staff-software-engineer-engineering-platforms-core-job,Full Time,2025-05-20T18:00:10.048520,"['design', 'aartificial intelligence', 'machine learning techniques', 'algorithms', 'software development']",design aartificial intelligence machine learning techniques algorithms software development,0
"Databases Architect, Professional Services, Google Cloud",Google,"Hyderabad, Telangana, India",4-6 year,"Minimum qualifications: Bachelor's degree in Computer Science or equivalent practical experience. 3 years of experience working with client-side web technologies (e.g.,...","JavaScript,Python Programming,MongoDB,C++,C Programming,Machine learning techniques,ETL/ELT technologies,NoSQL,Continuous Integration & Continuous Delivery - CI/CD,SPARK Programming",7 Feb 2025,https://www.karkidi.com/job-details/87866-databases-architect-professional-services-google-cloud-job,Full Time,2025-05-20T18:00:10.049165,"['javascript', 'python programming', 'mongodb', 'c++', 'c programming', 'machine learning techniques', 'etl elt technologies', 'nosql', 'continuous integration continuous delivery - ci cd', 'spark programming']",javascript python programming mongodb c++ c programming machine learning techniques etl elt technologies nosql continuous integration continuous delivery - ci cd spark programming,3
ML Intern 2025,Tower Research,"Gurgaon, Haryana, India",0-2 year,"Tower Research Capital, a high-frequency proprietary trading firm founded in 1998, seeks an Intern to join our Core AI & Machine Learning...","Python Programming,SQL,Git,Machine learning techniques,Natural Language Processing (NLP),PyTorch,TensorFlow,Large Language Models - LLMs",5 Feb 2025,https://www.karkidi.com/job-details/87847-ml-intern-2025-job,Full Time,2025-05-20T18:00:10.049763,"['python programming', 'sql', 'git', 'machine learning techniques', 'natural language processing', 'pytorch', 'tensorflow', 'large language models - llms']",python programming sql git machine learning techniques natural language processing pytorch tensorflow large language models - llms,0
Senior Advisor- Data Science,Dell Technologies,"Bangalore, Karnataka, India",8-10 year,"What you’ll achieve As a Data Science Advisor, you will be responsible for contributing to business strategy and influence decision making based on information gained from deep dive...","Azure,AWS,Machine learning techniques,Data science techniques,Natural Language Processing (NLP),Google Cloud Platform (GCP)",3 Feb 2025,https://www.karkidi.com/job-details/87825-senior-advisor-data-science-job,Full Time,2025-05-20T18:00:10.050313,"['azure', 'aws', 'machine learning techniques', 'data science techniques', 'natural language processing', 'google cloud platform']",azure aws machine learning techniques data science techniques natural language processing google cloud platform,3
"Design Engineer, AI/ML, Tensor Processing Unit",Google,"Bengaluru, Karnataka, India",4-6 year,"Minimum qualifications: Bachelor's degree in Electrical Engineering, Computer Engineering, Computer Science, or in a related technical field, or equivalent practical...","Design,Aartificial intelligence,Machine learning techniques",3 Feb 2025,https://www.karkidi.com/job-details/87817-design-engineer-ai-ml-tensor-processing-unit-job,Full Time,2025-05-20T18:00:10.050903,"['design', 'aartificial intelligence', 'machine learning techniques']",design aartificial intelligence machine learning techniques,0
"Gen AI/ML Data Engineer, Director",NatWest Group,"Bangalore, Karnataka, India",2-4 year,"Join us as Gen AI/ML Data Engineer We’ll look to you to drive the build of effortless, digital-first customer experiences as you simplify our bank while keeping our data safe...","Java Programming,Python Programming,Aartificial intelligence,Machine learning techniques,Natural Language Processing (NLP),Large Language Models - LLMs",3 Feb 2025,https://www.karkidi.com/job-details/87811-gen-ai-ml-data-engineer-director-job,Full Time,2025-05-20T18:00:10.051498,"['java programming', 'python programming', 'aartificial intelligence', 'machine learning techniques', 'natural language processing', 'large language models - llms']",java programming python programming aartificial intelligence machine learning techniques natural language processing large language models - llms,0
Staff Data Scientist - HR Innovation AI,ServiceNow,"Hyderabad, Telangana, India",4-6 year,"The Global People Data Scientist focuses on developing and implementing cutting-edge artificial intelligence technologies to solve complex problems in Human Resources space, improve processes, and...","Aartificial intelligence,Machine learning techniques,Data science techniques,Data cleaning / Data cleansing",1 Feb 2025,https://www.karkidi.com/job-details/87790-staff-data-scientist-hr-innovation-ai-job,Full Time,2025-05-20T18:00:10.052137,"['aartificial intelligence', 'machine learning techniques', 'data science techniques', 'data cleaning data cleansing']",aartificial intelligence machine learning techniques data science techniques data cleaning data cleansing,4
Lead Researcher - Multimodal AI,Dolby,"Bangalore, Karnataka, India",8-10 year,"This is an opportunity to play a key role in Dolby's new R&D Center in Bangalore as a Research Lead in our Advanced Technology Group ""ATG"", the research and technology arm of Dolby Labs. With...","Python Programming,C++,C Programming,Aartificial intelligence,Machine learning techniques,Leadership Skill,Natural Language Processing (NLP),PyTorch,TensorFlow,Effective communication skills",31 Jan 2025,https://www.karkidi.com/job-details/87784-lead-researcher-multimodal-ai-job,Full Time,2025-05-20T18:00:10.052733,"['python programming', 'c++', 'c programming', 'aartificial intelligence', 'machine learning techniques', 'leadership skill', 'natural language processing', 'pytorch', 'tensorflow', 'effective communication skills']",python programming c++ c programming aartificial intelligence machine learning techniques leadership skill natural language processing pytorch tensorflow effective communication skills,0
"Software Engineer III, Machine Learning, Google One",Google,"Bengaluru, Karnataka, India",4-6 year,"Minimum qualifications: Bachelor’s degree or equivalent practical experience. 2 years of experience with software development in one or more programming languages,...","Machine learning techniques,Data Analytics,Effective communication skills",29 Jan 2025,https://www.karkidi.com/job-details/87729-software-engineer-iii-machine-learning-google-one-job,Full Time,2025-05-20T18:00:10.053335,"['machine learning techniques', 'data analytics', 'effective communication skills']",machine learning techniques data analytics effective communication skills,4
"Senior Staff Software Engineer, AI Innovation and Research",Google,"Bengaluru, Karnataka, India",8-10 year,"Minimum qualifications: Bachelor's degree or equivalent practical experience 8 years of experience in software development, and with data...","Aartificial intelligence,Machine learning techniques,Algorithms,Data structuring,Effective communication skills",29 Jan 2025,https://www.karkidi.com/job-details/87728-senior-staff-software-engineer-ai-innovation-and-research-job,Full Time,2025-05-20T18:00:21.795321,"['aartificial intelligence', 'machine learning techniques', 'algorithms', 'data structuring', 'effective communication skills']",aartificial intelligence machine learning techniques algorithms data structuring effective communication skills,0
"Senior ML Compiler Engineer, Silicon",Google,"Bengaluru, Karnataka, India",6-8 year,"Minimum qualifications: Bachelor's degree in Computer Science, a related technical field, or equivalent practical experience. 5 years of experience with...","Machine learning techniques,Optimization",29 Jan 2025,https://www.karkidi.com/job-details/87727-senior-ml-compiler-engineer-silicon-job,Full Time,2025-05-20T18:00:21.796106,"['machine learning techniques', 'optimization']",machine learning techniques optimization,0
